ax,ay,az,gx,gy,gz
0.13,-0.77,-0.53,-12.27,45.17,-24.17
0.18,-0.76,-0.44,-14.95,37.84,-20.22
0.27,-0.74,-0.45,-13.96,27.24,-19.04
0.28,-0.74,-0.47,-17.22,18.24,-14.75
0.26,-0.77,-0.45,-18.89,6.7,-13.83
0.24,-0.76,-0.41,-21.55,-1.41,-13.59
0.2,-0.75,-0.41,-21.43,-2.99,-15.91
0.15,-0.75,-0.44,-24.54,-4.11,-16.52
0.13,-0.76,-0.39,-33.74,-6.28,-18.12
0.14,-0.76,-0.34,-38.7,-11.04,-16.84
0.19,-0.73,-0.41,-36.85,-17.05,-16.64
0.24,-0.7,-0.5,-35.16,-30.12,-15.51
0.25,-0.7,-0.56,-29.97,-36.95,-10.62
0.27,-0.7,-0.61,-23.84,-43.98,-5.37
0.31,-0.69,-0.64,-18.12,-40.65,-0.72
0.28,-0.7,-0.62,-9.81,-22.35,-1.79
0.22,-0.71,-0.65,2.37,12.04,3.16
0.23,-0.75,-0.65,9.06,28.19,7.73
0.27,-0.8,-0.57,8.89,28.38,12.98
0.29,-0.84,-0.49,13.77,17.33,13.12
0.23,-0.86,-0.46,11.52,10.61,2.33
0.12,-0.89,-0.37,2.02,6.48,-4.7
0.11,-0.91,-0.32,-8.38,-13.68,-13.32
0.1,-0.89,-0.27,-29.64,-23.96,-21.79
0.09,-0.84,-0.26,-37.92,-16.94,-18.61
0.18,-0.74,-0.39,-39.3,-17.22,-15.1
0.28,-0.67,-0.52,-38.26,-28.46,-6.66
0.36,-0.65,-0.59,-32.1,-45.04,1.95
0.37,-0.64,-0.68,-23.43,-54.91,11.15
0.33,-0.62,-0.73,-10.37,-49.64,18.43
0.26,-0.62,-0.74,-0.74,-34.92,22.69
0.2,-0.67,-0.68,3.72,-12.68,26.97
0.14,-0.74,-0.56,6.37,11.61,24.31
0.07,-0.81,-0.48,6.99,31.33,21.54
0.06,-0.87,-0.44,9.76,35.78,14.47
0.09,-0.92,-0.4,8.13,19.14,4.24
0.1,-0.98,-0.32,-6.8,-4.75,-10.11
0.08,-1.01,-0.24,-26.78,-17.01,-17.46
0.07,-0.96,-0.22,-45.61,-12.71,-20.65
0.15,-0.85,-0.32,-52.77,-17.96,-14.38
0.29,-0.72,-0.49,-50.82,-36.16,-3.39
0.38,-0.63,-0.61,-44.14,-57.44,4.57
0.37,-0.56,-0.74,-29.94,-64.0,11.88
0.28,-0.53,-0.8,-15.69,-55.62,15.1
0.18,-0.52,-0.81,-0.29,-32.94,20.94
0.13,-0.54,-0.8,12.75,-10.28,28.23
0.1,-0.6,-0.69,17.72,8.75,31.31
0.08,-0.68,-0.56,19.09,23.16,33.82
0.08,-0.75,-0.48,22.63,14.87,35.5
0.09,-0.8,-0.45,23.29,-12.68,19.45
0.0,-0.91,-0.21,-1.38,-26.06,5.41
-0.08,-1.04,-0.08,-15.62,-27.05,2.05
-0.13,-1.09,-0.17,-34.0,-27.79,-9.88
-0.1,-1.0,-0.2,-51.35,-34.33,-12.91
0.05,-0.9,-0.36,-56.25,-49.33,-8.39
0.17,-0.75,-0.58,-56.02,-64.0,-5.5
0.18,-0.69,-0.75,-37.68,-64.0,-2.29
0.14,-0.62,-0.94,-10.11,-42.86,3.33
0.07,-0.61,-0.98,5.01,-10.09,6.71
0.0,-0.68,-0.9,16.91,25.26,7.36
-0.05,-0.77,-0.74,11.89,47.45,8.1
