ax,ay,az,gx,gy,gz
-0.37,-0.79,-0.52,20.97,13.79,27.92
-0.41,-0.93,-0.45,26.51,27.95,17.52
-0.47,-1.12,-0.34,21.21,35.63,-0.31
-0.53,-1.3,-0.22,8.21,39.92,-23.87
-0.52,-1.33,-0.15,-11.91,47.18,-38.79
-0.43,-1.22,-0.11,-32.54,50.96,-38.8
-0.24,-1.06,-0.17,-40.91,44.75,-25.92
-0.09,-0.88,-0.24,-49.75,16.3,-10.0
-0.04,-0.72,-0.26,-55.86,-20.32,5.09
-0.05,-0.55,-0.36,-44.9,-47.45,13.23
-0.14,-0.4,-0.45,-28.69,-53.92,13.99
-0.23,-0.34,-0.51,-17.01,-32.94,19.88
-0.31,-0.41,-0.5,-7.79,-14.05,19.84
-0.38,-0.51,-0.47,3.22,4.17,20.74
-0.36,-0.62,-0.5,14.15,22.91,23.41
-0.31,-0.76,-0.51,13.06,25.45,21.3
-0.33,-0.9,-0.47,13.32,28.03,15.51
-0.35,-0.98,-0.42,21.73,31.42,7.01
-0.39,-1.12,-0.35,24.66,34.96,-7.73
-0.47,-1.19,-0.26,19.66,43.68,-27.41
-0.52,-1.23,-0.04,-10.85,57.73,-36.76
-0.42,-1.21,0.01,-34.03,60.52,-30.44
-0.18,-1.08,-0.08,-45.9,39.7,-13.67
-0.02,-0.89,-0.15,-58.16,3.14,1.71
-0.03,-0.69,-0.22,-62.51,-44.07,8.44
-0.11,-0.52,-0.31,-55.04,-64.0,5.48
-0.22,-0.41,-0.39,-42.54,-64.0,9.11
-0.3,-0.42,-0.52,-31.77,-37.16,12.37
-0.3,-0.46,-0.69,-3.27,5.26,20.54
-0.29,-0.46,-0.74,20.84,29.2,21.64
-0.3,-0.56,-0.61,26.66,40.8,21.95
-0.31,-0.76,-0.48,20.84,45.19,19.08
-0.3,-0.95,-0.42,16.4,44.53,19.77
-0.29,-1.06,-0.41,25.62,39.43,10.02
-0.36,-1.12,-0.32,27.63,34.28,-11.11
-0.53,-1.22,-0.08,7.58,39.86,-23.84
-0.48,-1.25,-0.04,-5.05,44.78,-33.44
-0.37,-1.14,-0.02,-28.76,41.26,-33.47
-0.21,-1.01,-0.01,-44.12,26.92,-15.58
-0.08,-0.86,-0.09,-58.35,-10.71,-1.32
-0.03,-0.68,-0.21,-63.38,-50.43,8.29
-0.06,-0.49,-0.33,-59.2,-64.0,11.86
-0.14,-0.35,-0.42,-50.3,-64.0,17.12
-0.28,-0.35,-0.51,-39.27,-62.97,13.64
-0.35,-0.39,-0.7,-7.15,-18.04,14.35
-0.4,-0.43,-0.77,20.26,12.64,16.01
-0.39,-0.59,-0.69,30.15,39.5,15.86
-0.34,-0.84,-0.58,30.15,49.77,15.63
-0.28,-1.05,-0.45,25.79,46.87,16.54
-0.25,-1.14,-0.35,25.8,35.67,4.77
-0.36,-1.2,-0.19,11.95,25.09,-10.67
-0.44,-1.21,-0.14,8.91,27.25,-26.54
-0.47,-1.14,-0.01,-19.59,33.12,-38.11
-0.38,-1.1,0.03,-40.77,43.66,-27.3
-0.15,-0.96,-0.1,-52.39,20.73,-6.29
-0.01,-0.77,-0.17,-63.18,-17.66,8.37
0.01,-0.59,-0.28,-58.96,-63.01,16.18
-0.08,-0.42,-0.39,-48.64,-64.0,17.1
-0.22,-0.34,-0.47,-39.29,-64.0,19.4
-0.37,-0.36,-0.56,-15.35,-42.22,14.61
-0.44,-0.39,-0.61,11.62,-2.87,13.84
-0.46,-0.52,-0.61,21.53,30.72,15.24
-0.38,-0.75,-0.62,21.18,48.64,15.72
-0.29,-0.91,-0.62,20.24,47.94,19.47
-0.23,-0.97,-0.57,28.82,29.69,18.95
-0.25,-1.03,-0.47,43.35,22.52,-3.04
-0.43,-1.18,-0.27,41.81,36.01,-24.93
-0.61,-1.34,0.03,4.79,50.88,-40.87
-0.58,-1.38,0.13,-31.09,63.9,-45.41
-0.3,-1.17,0.0,-42.1,57.33,-27.12
-0.04,-0.93,-0.12,-53.77,27.92,-11.13
0.04,-0.73,-0.15,-64.0,-24.45,1.98
0.01,-0.55,-0.23,-64.0,-62.21,10.88
-0.08,-0.35,-0.35,-56.18,-64.0,16.04
-0.24,-0.27,-0.42,-53.48,-64.0,24.6
-0.36,-0.27,-0.49,-32.23,-38.93,23.43
-0.43,-0.3,-0.53,-2.75,-4.01,21.3
-0.43,-0.46,-0.59,10.8,26.78,25.39
-0.34,-0.69,-0.65,10.95,29.92,26.47
-0.26,-0.87,-0.65,20.73,29.05,27.12
-0.21,-0.95,-0.64,44.23,16.95,23.41
-0.22,-1.12,-0.56,64.0,13.18,-2.45
-0.43,-1.32,-0.25,41.26,26.18,-26.53
-0.68,-1.49,0.06,2.44,58.58,-37.41
-0.59,-1.42,0.09,-23.81,64.0,-47.23
-0.35,-1.22,0.05,-48.13,64.0,-34.11
-0.07,-1.02,-0.11,-59.77,33.67,-15.42
0.08,-0.81,-0.19,-64.0,-15.87,-4.63
0.07,-0.64,-0.28,-64.0,-61.88,6.14
-0.02,-0.47,-0.36,-64.0,-64.0,11.44
-0.2,-0.32,-0.45,-54.07,-64.0,14.44
-0.32,-0.28,-0.55,-43.29,-46.49,22.61
-0.4,-0.33,-0.63,-15.51,-4.56,19.58
-0.45,-0.43,-0.61,4.28,22.48,15.71
-0.45,-0.66,-0.58,4.44,39.4,15.73
-0.37,-0.85,-0.6,6.38,53.62,14.87
-0.27,-0.92,-0.62,18.53,56.61,16.8
-0.22,-0.93,-0.53,31.03,51.08,16.82
-0.2,-1.03,-0.4,40.8,32.96,2.47
-0.3,-1.22,-0.24,34.47,21.76,-24.54
-0.5,-1.32,0.03,-9.02,21.71,-43.3
-0.56,-1.33,0.11,-42.35,51.09,-40.46
-0.3,-1.1,-0.11,-38.89,51.85,-33.17
-0.04,-0.86,-0.19,-51.97,24.98,-15.85
0.03,-0.72,-0.17,-63.51,-24.0,-3.8
-0.02,-0.63,-0.21,-64.0,-62.94,4.03
-0.12,-0.48,-0.31,-64.0,-64.0,9.46
-0.2,-0.35,-0.41,-56.7,-64.0,13.67
-0.3,-0.31,-0.55,-41.14,-47.29,16.97
-0.35,-0.34,-0.7,-9.56,-11.94,13.45
-0.4,-0.43,-0.74,12.89,13.87,12.07
-0.39,-0.64,-0.68,21.51,38.35,9.41
-0.34,-0.86,-0.65,24.72,58.16,10.39
-0.26,-0.97,-0.61,24.35,54.43,13.73
-0.18,-1.03,-0.49,27.93,34.88,8.05
-0.24,-1.16,-0.31,28.17,21.26,-19.54
-0.43,-1.29,-0.06,-5.68,18.61,-31.43
-0.5,-1.37,-0.02,-27.72,37.63,-35.22
-0.38,-1.2,-0.09,-33.17,40.05,-41.0
-0.21,-0.95,-0.22,-32.6,29.03,-31.95
-0.09,-0.81,-0.21,-43.74,2.91,-19.64
-0.09,-0.69,-0.2,-55.35,-27.55,-7.65
-0.1,-0.54,-0.26,-57.13,-49.72,2.09
-0.12,-0.38,-0.31,-56.82,-62.2,10.82
-0.14,-0.28,-0.4,-52.56,-56.96,28.56
-0.18,-0.27,-0.56,-28.16,-42.09,28.54
-0.23,-0.29,-0.67,-1.18,-21.86,24.29
-0.29,-0.42,-0.71,14.95,-4.92,23.03
-0.32,-0.67,-0.69,23.5,8.88,22.19
-0.31,-0.87,-0.65,22.56,21.52,20.42
-0.29,-1.02,-0.64,29.48,19.58,16.82
-0.3,-1.09,-0.55,37.89,20.25,-6.74
-0.41,-1.22,-0.27,20.11,30.29,-23.73
-0.5,-1.39,-0.09,-1.71,49.55,-28.19
-0.44,-1.38,-0.07,-24.56,49.96,-42.02
-0.29,-1.17,-0.1,-34.69,38.27,-38.7
-0.11,-1.0,-0.19,-39.13,15.82,-26.36
-0.02,-0.82,-0.23,-48.25,-11.14,-15.13
-0.03,-0.68,-0.24,-54.38,-34.14,-3.65
-0.08,-0.49,-0.29,-53.92,-49.22,5.53
-0.13,-0.34,-0.4,-46.86,-52.53,14.85
-0.18,-0.27,-0.49,-40.66,-41.29,26.01
-0.22,-0.31,-0.62,-14.33,-19.67,23.44
-0.28,-0.38,-0.69,7.56,-1.26,22.11
-0.31,-0.56,-0.68,17.77,16.71,21.66
-0.3,-0.81,-0.65,21.8,23.37,20.63
-0.26,-0.99,-0.65,24.01,19.74,19.62
-0.26,-1.04,-0.59,32.53,16.53,0.03
-0.37,-1.14,-0.31,25.62,33.99,-21.3
-0.49,-1.34,-0.1,6.03,53.52,-27.73
-0.46,-1.43,-0.04,-24.63,61.83,-39.64
-0.31,-1.28,-0.08,-37.17,55.27,-39.88
-0.11,-1.01,-0.26,-34.21,29.08,-31.85
-0.0,-0.86,-0.3,-39.16,1.04,-29.13
-0.04,-0.78,-0.29,-49.51,-27.62,-24.03
-0.12,-0.69,-0.29,-61.53,-40.6,-9.6
-0.17,-0.54,-0.32,-64.0,-39.39,5.27
-0.2,-0.37,-0.39,-62.95,-35.55,12.5
-0.18,-0.25,-0.54,-45.62,-23.52,25.05
-0.19,-0.27,-0.67,-20.34,-8.92,24.21
-0.28,-0.41,-0.71,4.96,9.82,19.17
-0.36,-0.62,-0.67,14.88,33.3,15.14
-0.37,-0.82,-0.64,16.0,53.81,13.29
-0.29,-0.89,-0.65,22.0,62.31,17.33
-0.21,-0.91,-0.58,39.1,49.44,11.98
-0.23,-1.03,-0.36,49.27,47.19,-17.15
-0.34,-1.29,-0.05,20.66,42.54,-27.96
-0.4,-1.46,0.09,-19.1,43.71,-36.31
-0.29,-1.32,0.03,-40.29,32.59,-39.52
-0.13,-1.05,-0.12,-41.85,14.07,-34.27
0.01,-0.84,-0.23,-50.08,-8.93,-24.67
0.04,-0.74,-0.3,-57.57,-37.04,-12.77
-0.01,-0.64,-0.37,-59.98,-52.42,-0.42
-0.06,-0.51,-0.45,-59.68,-54.28,9.49
-0.1,-0.39,-0.55,-49.63,-39.48,18.74
-0.16,-0.31,-0.67,-36.25,-17.77,22.23
-0.24,-0.33,-0.73,-16.08,7.86,17.71
-0.3,-0.47,-0.68,-3.32,29.62,19.07
-0.25,-0.71,-0.68,3.98,41.25,20.6
-0.18,-0.83,-0.64,3.44,32.88,20.88
-0.12,-0.89,-0.6,17.54,27.37,22.03
-0.13,-0.95,-0.53,42.65,24.69,7.8
-0.28,-1.13,-0.26,32.05,22.1,-18.18
-0.38,-1.37,-0.04,10.19,30.49,-22.42
-0.37,-1.4,0.01,-16.92,33.8,-36.99
-0.28,-1.17,-0.0,-33.74,28.1,-36.49
-0.08,-0.94,-0.13,-35.6,3.24,-28.59
0.05,-0.8,-0.25,-44.15,-35.03,-19.7
0.04,-0.71,-0.3,-49.55,-64.0,-11.82
-0.04,-0.59,-0.37,-53.17,-64.0,5.1
-0.11,-0.44,-0.47,-47.05,-62.28,17.08
-0.17,-0.31,-0.55,-42.87,-43.97,24.12
-0.2,-0.27,-0.65,-18.76,-21.74,25.41
-0.19,-0.29,-0.73,6.87,-2.03,27.52
-0.2,-0.45,-0.71,14.98,6.17,27.8
-0.22,-0.73,-0.6,14.76,4.32,26.24
-0.21,-0.92,-0.51,14.06,5.09,28.25
-0.15,-1.04,-0.43,19.81,-2.27,28.68
-0.13,-1.13,-0.34,21.01,-16.38,16.95
-0.19,-1.22,-0.22,12.64,-29.9,-1.02
-0.36,-1.27,-0.11,-10.47,-23.2,-19.25
-0.48,-1.23,-0.06,-31.14,-3.77,-30.04
-0.39,-1.1,-0.2,-34.64,-0.55,-36.32
-0.22,-1.01,-0.28,-41.18,-19.95,-36.98
-0.13,-0.92,-0.31,-46.23,-52.25,-29.9
-0.12,-0.77,-0.37,-45.19,-56.31,-15.66
-0.12,-0.55,-0.45,-39.63,-51.74,-2.38
-0.15,-0.4,-0.48,-37.04,-49.99,2.07
-0.15,-0.34,-0.56,-36.21,-34.4,19.77
-0.11,-0.36,-0.7,-16.48,-17.46,28.04
-0.14,-0.35,-0.78,11.54,-1.12,27.19
-0.25,-0.43,-0.68,15.85,9.58,27.17
-0.31,-0.67,-0.55,11.17,17.47,27.85
-0.27,-0.86,-0.51,16.91,13.61,30.27
-0.19,-1.01,-0.43,28.29,-14.61,25.59
-0.18,-1.18,-0.26,32.33,-38.24,-0.35
-0.37,-1.35,-0.02,3.08,-37.83,-23.7
-0.61,-1.39,0.1,-29.04,-1.36,-29.71
-0.54,-1.23,-0.02,-41.18,27.92,-33.13
-0.3,-1.01,-0.24,-41.34,19.05,-25.81
-0.09,-0.88,-0.34,-43.99,-13.66,-20.41
-0.05,-0.8,-0.4,-41.32,-49.37,-14.54
-0.13,-0.65,-0.43,-40.95,-64.0,-2.6
-0.19,-0.51,-0.47,-38.59,-58.15,7.07
-0.23,-0.38,-0.47,-34.28,-47.25,15.94
-0.24,-0.34,-0.52,-35.54,-34.23,26.21
-0.26,-0.37,-0.58,-14.92,-22.62,23.4
-0.32,-0.41,-0.61,8.6,-10.04,20.91
-0.36,-0.56,-0.6,18.13,4.26,20.04
-0.36,-0.81,-0.53,25.9,19.67,13.05
-0.36,-1.02,-0.4,26.14,20.39,7.13
-0.29,-1.23,-0.27,21.54,6.17,3.42
-0.25,-1.35,-0.19,11.74,-14.07,-8.29
-0.38,-1.23,-0.1,-4.27,-21.41,-28.74
-0.57,-1.12,0.02,-36.77,-8.39,-37.64
-0.51,-1.05,-0.07,-48.53,8.7,-35.57
-0.32,-0.92,-0.22,-54.44,10.66,-22.39
