ax,ay,az,gx,gy,gz
0.78, -0.59, -0.32, -1.39, 11.99, 8.14
0.68, -0.64, -0.17, -9.39, 7.37, -0.88
0.66, -0.63, -0.16, -24.93, -9.71, -9.93
0.66, -0.62, -0.14, -41.98, -18.79, -12.41
0.71, -0.58, -0.18, -48.77, -21.65, -14.07
0.78, -0.49, -0.36, -46.46, -35.73, -12.38
0.83, -0.43, -0.53, -38.89, -50.97, -6.35
0.81, -0.40, -0.64, -24.18, -48.26, -4.12
0.73, -0.40, -0.73, -8.40, -11.20, -1.58
0.65, -0.40, -0.71, 3.15, 28.72, -1.88
0.67, -0.42, -0.68, 10.72, 62.77, 7.67
0.76, -0.48, -0.57, 12.29, 64.00, 13.89
0.84, -0.52, -0.45, 15.71, 53.90, 18.70
0.88, -0.55, -0.40, 18.05, 23.95, 14.17
0.81, -0.59, -0.31, 6.06, 7.21, 6.23
0.70, -0.64, -0.18, -0.97, 5.60, -2.59
0.65, -0.64, -0.15, -18.27, -7.60, -13.99
0.63, -0.65, -0.11, -37.70, -6.19, -16.93
0.69, -0.62, -0.14, -48.30, -9.21, -20.08
0.80, -0.53, -0.31, -47.74, -26.47, -19.60
0.89, -0.43, -0.51, -38.80, -50.43, -12.45
0.87, -0.39, -0.63, -24.94, -52.16, -8.55
0.77, -0.40, -0.71, -10.07, -18.77, -4.90
0.70, -0.41, -0.71, 4.34, 19.93, -1.89
0.70, -0.40, -0.72, 13.11, 52.99, 3.99
0.73, -0.43, -0.64, 16.09, 64.00, 11.95
0.79, -0.48, -0.51, 19.55, 64.00, 17.34
0.84, -0.51, -0.45, 22.73, 42.12, 12.00
0.77, -0.57, -0.31, 8.68, 28.44, 10.94
0.72, -0.65, -0.12, -0.09, 12.91, -1.72
0.68, -0.68, -0.07, -21.44, 0.90, -10.26
0.67, -0.67, -0.02, -42.64, -16.94, -14.63
0.72, -0.61, -0.07, -57.70, -27.70, -15.56
0.79, -0.52, -0.23, -61.72, -55.89, -16.18
0.83, -0.44, -0.40, -57.76, -64.00, -10.90
0.83, -0.40, -0.58, -45.58, -64.00, -8.00
0.73, -0.38, -0.69, -32.33, -62.39, -8.71
0.63, -0.37, -0.75, -10.77, -15.57, -3.31
0.64, -0.35, -0.80, 3.55, 26.36, -2.61
0.66, -0.35, -0.79, 16.07, 64.00, 8.57
0.75, -0.40, -0.66, 13.93, 64.00, 14.56
0.84, -0.48, -0.46, 14.33, 60.11, 24.12
0.92, -0.53, -0.38, 17.21, 36.27, 25.45
0.88, -0.56, -0.35, 4.81, -5.32, 11.58
0.70, -0.65, -0.13, -18.71, -8.82, 3.24
0.62, -0.71, -0.02, -35.91, -10.84, -10.79
0.63, -0.67, -0.11, -54.74, -17.53, -15.77
0.73, -0.58, -0.23, -56.93, -28.36, -16.84
0.82, -0.48, -0.42, -50.44, -51.12, -14.44
0.84, -0.42, -0.58, -37.20, -62.43, -10.84
0.78, -0.39, -0.68, -20.39, -41.70, -5.75
0.75, -0.37, -0.74, -4.99, -1.57, -0.44
0.72, -0.36, -0.75, 8.43, 24.84, 11.65
0.76, -0.37, -0.71, 11.11, 44.74, 18.36
0.74, -0.42, -0.54, 8.13, 51.13, 20.32
0.75, -0.47, -0.42, 10.74, 37.14, 20.55
0.78, -0.52, -0.37, 0.18, 6.03, 12.90
0.70, -0.61, -0.18, -18.63, -15.70, 2.30
0.64, -0.69, -0.09, -36.98, -27.92, -12.19
0.64, -0.68, -0.14, -51.72, -31.78, -15.15
0.73, -0.58, -0.34, -49.33, -40.11, -11.99
0.82, -0.45, -0.56, -41.97, -45.94, -8.01
0.82, -0.38, -0.67, -27.84, -36.00, -2.13
0.76, -0.37, -0.72, -14.13, -11.92, 2.80
0.72, -0.39, -0.76, -0.88, 14.61, 8.55
0.72, -0.42, -0.73, 3.78, 32.70, 15.03
0.72, -0.45, -0.60, 4.61, 42.73, 19.54
0.74, -0.47, -0.48, 5.38, 39.86, 20.53
0.77, -0.53, -0.40, 2.61, 16.15, 11.98
0.70, -0.62, -0.28, -13.26, -7.80, 1.07
0.62, -0.72, -0.14, -32.41, -19.29, -7.98
0.63, -0.71, -0.16, -40.58, -23.48, -11.71
0.72, -0.56, -0.34, -40.57, -37.16, -11.36
0.80, -0.43, -0.51, -35.11, -49.11, -7.71
0.75, -0.38, -0.63, -22.42, -36.37, -0.92
0.73, -0.37, -0.72, -8.64, -14.91, 2.09
0.71, -0.38, -0.75, 1.73, 10.36, 7.68
0.69, -0.39, -0.70, 6.23, 29.82, 13.91
0.67, -0.44, -0.57, 3.78, 35.40, 16.37
0.68, -0.48, -0.49, 3.64, 32.28, 16.92
0.72, -0.51, -0.41, -0.59, 9.46, 11.18
0.70, -0.57, -0.36, -5.53, -9.31, 4.42
0.64, -0.64, -0.29, -17.33, -21.84, -3.70
0.61, -0.66, -0.29, -23.47, -17.86, -7.45
0.66, -0.58, -0.37, -30.41, -21.94, -8.37
0.72, -0.51, -0.44, -34.27, -30.97, -6.12
0.77, -0.47, -0.52, -29.51, -33.26, -0.79
0.77, -0.44, -0.65, -22.32, -30.98, 3.52
0.75, -0.42, -0.71, -11.27, -15.88, 8.37
0.72, -0.42, -0.75, -2.95, -2.98, 9.79
0.67, -0.45, -0.76, 5.59, 23.46, 12.62
0.62, -0.48, -0.69, 8.47, 44.06, 11.40
0.61, -0.49, -0.63, 16.05, 61.86, 11.77
0.64, -0.50, -0.56, 14.42, 55.22, 5.95
0.67, -0.57, -0.42, 5.98, 41.25, 0.08
0.68, -0.68, -0.25, -8.64, 29.22, -6.50
0.69, -0.74, -0.18, -26.32, 6.94, -14.17
0.69, -0.71, -0.16, -49.68, -10.26, -14.67
0.77, -0.62, -0.23, -55.47, -32.04, -14.87
0.83, -0.50, -0.43, -53.84, -57.21, -9.78
0.81, -0.42, -0.57, -43.39, -64.00, -8.75
0.70, -0.39, -0.74, -22.46, -48.63, -5.34
0.59, -0.38, -0.83, -5.78, 1.65, -5.13
0.55, -0.37, -0.83, 8.57, 52.58, 2.29
0.64, -0.38, -0.74, 7.54, 61.36, 8.40
0.72, -0.44, -0.55, 9.67, 52.97, 15.47
0.78, -0.48, -0.52, 10.64, 40.22, 16.71
0.70, -0.53, -0.41, 1.22, 14.82, 6.34
0.61, -0.59, -0.27, -6.04, 10.97, 0.74
0.58, -0.64, -0.21, -20.44, 4.99, -9.95
0.60, -0.64, -0.20, -34.71, 0.75, -10.25
0.70, -0.57, -0.27, -43.70, -16.60, -6.91
0.80, -0.48, -0.39, -47.78, -47.01, -0.95
0.84, -0.45, -0.47, -47.29, -64.00, 5.71
0.82, -0.42, -0.57, -36.70, -64.00, 8.58
0.74, -0.38, -0.71, -19.23, -49.98, 12.86
0.67, -0.35, -0.82, -3.61, -17.06, 14.84
0.60, -0.38, -0.87, 8.62, 16.58, 19.84
0.56, -0.46, -0.78, 16.82, 46.30, 20.84
0.57, -0.52, -0.67, 20.03, 60.87, 17.22
0.61, -0.54, -0.53, 17.53, 61.43, 15.74
0.66, -0.56, -0.42, 13.19, 43.26, 9.34
0.67, -0.61, -0.29, -2.10, 22.98, 0.60
0.66, -0.70, -0.18, -16.88, 6.45, -5.05
0.67, -0.73, -0.17, -36.15, -15.96, -10.45
0.74, -0.66, -0.26, -44.71, -33.95, -6.41
0.81, -0.54, -0.43, -47.04, -64.00, -2.04
0.80, -0.46, -0.57, -40.49, -64.00, -0.71
0.70, -0.43, -0.70, -24.98, -64.00, -1.32
0.60, -0.42, -0.78, -8.15, -17.31, 2.02
0.55, -0.40, -0.86, 9.94, 31.05, 5.76
0.59, -0.41, -0.84, 12.97, 52.18, 13.27
0.66, -0.46, -0.70, 20.31, 57.51, 16.08
