ax,ay,az,gx,gy,gz
0.18, -0.79, -0.41, -1.47, 16.57, -24.01
0.37, -0.68, -0.38, -4.75, 3.02, -8.55
0.36, -0.60, -0.32, -11.28, 6.51, 8.03
0.32, -0.63, -0.29, -20.73, 23.86, 28.20
0.28, -0.71, -0.30, -30.64, 29.46, 31.69
0.15, -0.81, -0.30, -36.87, 32.36, 37.71
0.09, -0.82, -0.33, -38.59, 27.65, 44.99
0.09, -0.85, -0.37, -38.70, 2.22, 43.66
-0.01, -0.88, -0.44, -28.41, -27.08, 34.93
-0.21, -0.90, -0.51, -14.64, -42.55, 11.84
-0.51, -0.97, -0.52, -5.73, -36.14, -15.85
-0.69, -1.04, -0.48, -1.66, 6.21, -30.94
-0.59, -1.01, -0.45, 1.17, 30.62, -45.47
-0.36, -0.89, -0.40, 6.11, 21.63, -56.07
-0.13, -0.85, -0.39, 6.66, 12.56, -52.21
0.12, -0.84, -0.41, 3.16, 14.16, -34.54
0.31, -0.76, -0.40, -1.48, 7.97, -17.88
0.38, -0.66, -0.33, -9.78, -4.66, -1.42
0.36, -0.63, -0.27, -19.23, 5.54, 20.36
0.31, -0.65, -0.27, -29.41, 15.11, 30.42
0.20, -0.71, -0.29, -37.06, 19.21, 35.67
0.08, -0.75, -0.31, -38.45, 16.89, 43.18
0.06, -0.77, -0.36, -36.06, 1.08, 44.26
0.03, -0.82, -0.42, -29.37, -23.11, 40.15
-0.09, -0.88, -0.47, -19.29, -38.99, 28.33
-0.33, -0.94, -0.49, -8.09, -42.12, 4.93
-0.57, -1.01, -0.49, -2.33, -19.61, -19.39
-0.63, -1.06, -0.47, -0.61, 15.87, -31.57
-0.44, -0.99, -0.44, 1.28, 18.64, -46.54
-0.22, -0.88, -0.42, 6.11, 3.42, -54.20
-0.06, -0.84, -0.47, 5.10, -0.61, -44.90
0.15, -0.81, -0.44, 0.81, 6.48, -23.92
0.33, -0.72, -0.38, -4.80, 4.10, -5.74
0.38, -0.65, -0.32, -13.12, 9.14, 10.87
0.38, -0.65, -0.29, -23.25, 24.11, 28.84
0.30, -0.71, -0.30, -33.57, 31.70, 36.64
0.15, -0.76, -0.31, -40.09, 35.45, 45.21
0.08, -0.78, -0.34, -41.32, 19.21, 49.54
0.05, -0.80, -0.41, -33.91, -24.41, 43.37
-0.12, -0.84, -0.47, -20.60, -48.03, 29.42
-0.38, -0.91, -0.49, -8.53, -51.82, 0.72
-0.67, -1.01, -0.47, -4.69, -23.06, -23.33
-0.76, -1.04, -0.44, -2.75, 27.81, -38.31
-0.52, -0.94, -0.42, 0.96, 37.21, -50.81
-0.25, -0.85, -0.41, 5.35, 21.77, -54.98
-0.01, -0.85, -0.42, 3.36, 11.22, -43.87
0.20, -0.82, -0.43, -1.38, 6.12, -24.70
0.35, -0.72, -0.40, -6.87, -0.17, -6.04
0.38, -0.63, -0.34, -13.95, 3.41, 11.07
0.34, -0.61, -0.30, -22.89, 15.17, 27.23
0.24, -0.67, -0.30, -31.69, 23.75, 33.26
0.10, -0.76, -0.30, -36.13, 26.94, 41.00
0.06, -0.81, -0.33, -35.32, 22.54, 47.13
0.08, -0.84, -0.37, -34.54, -1.63, 45.21
-0.02, -0.89, -0.41, -25.36, -32.18, 36.30
-0.22, -0.91, -0.44, -14.21, -54.73, 15.08
-0.48, -0.98, -0.45, -9.83, -53.94, -12.46
-0.66, -1.07, -0.42, -13.07, -21.87, -32.34
-0.60, -1.05, -0.42, -11.86, 0.74, -46.77
