ax,ay,az,gx,gy,gz
-0.42, -0.81, -0.09, -14.41, -0.40, -2.21
-0.42, -0.82, -0.08, -14.16, 0.47, -1.81
-0.41, -0.82, -0.07, -14.21, 1.29, -2.58
-0.41, -0.83, -0.07, -13.10, 1.40, -0.93
-0.41, -0.83, -0.07, -13.01, 1.23, 0.39
-0.41, -0.83, -0.07, -12.35, 0.55, 1.48
-0.41, -0.82, -0.08, -13.53, 0.56, 3.71
-0.42, -0.81, -0.07, -15.94, -0.64, 3.29
-0.42, -0.80, -0.07, -16.66, -0.88, 4.08
-0.43, -0.79, -0.08, -15.66, -1.93, 3.25
-0.43, -0.79, -0.09, -14.74, -1.44, 2.71
-0.44, -0.80, -0.09, -14.86, -0.31, 2.44
-0.44, -0.81, -0.09, -14.80, 0.93, 2.32
-0.44, -0.81, -0.08, -15.28, 0.96, 0.65
-0.43, -0.81, -0.08, -14.46, -0.01, 0.44
-0.43, -0.81, -0.07, -14.59, -0.81, 0.85
-0.43, -0.81, -0.07, -13.30, -2.03, 0.54
-0.43, -0.82, -0.06, -14.10, -1.82, 1.35
-0.44, -0.82, -0.06, -13.56, -1.31, 1.08
-0.44, -0.82, -0.05, -15.03, -0.61, -0.34
-0.44, -0.82, -0.05, -15.24, -0.99, -0.10
-0.44, -0.82, -0.05, -16.90, -1.54, -0.77
-0.44, -0.82, -0.05, -17.43, -1.37, -1.34
-0.44, -0.82, -0.05, -18.20, -0.76, -1.43
-0.44, -0.82, -0.05, -19.76, 0.68, -1.93
-0.44, -0.82, -0.05, -20.60, 1.01, -1.46
-0.43, -0.82, -0.05, -21.15, 0.47, -1.06
-0.42, -0.82, -0.05, -23.02, -1.53, -0.93
-0.42, -0.81, -0.05, -22.38, -2.26, -0.28
-0.43, -0.81, -0.06, -23.84, -1.57, -0.25
-0.44, -0.81, -0.07, -23.78, 0.41, 0.49
-0.44, -0.81, -0.07, -24.21, 2.32, 0.38
-0.44, -0.81, -0.08, -24.25, 1.63, 0.78
-0.43, -0.80, -0.09, -23.80, 1.37, 0.79
-0.43, -0.80, -0.10, -23.22, 0.05, 0.41
-0.43, -0.80, -0.11, -23.36, -1.06, 0.77
-0.43, -0.81, -0.12, -22.58, -0.66, 0.37
-0.44, -0.80, -0.13, -21.18, -0.30, 0.88
-0.44, -0.80, -0.13, -21.55, 0.21, -0.34
-0.43, -0.81, -0.13, -19.89, 0.61, 0.08
-0.43, -0.80, -0.14, -17.92, 0.94, -1.76
-0.42, -0.80, -0.13, -16.33, 0.52, -1.77
-0.42, -0.80, -0.13, -15.31, 0.38, -0.83
-0.41, -0.80, -0.12, -13.81, -0.21, 0.01
-0.41, -0.81, -0.11, -13.77, -0.05, 0.87
-0.41, -0.81, -0.10, -12.98, 0.09, 2.47
-0.41, -0.81, -0.09, -13.28, 0.97, 4.29
-0.41, -0.81, -0.08, -12.90, 0.94, 5.23
-0.42, -0.81, -0.08, -12.92, 2.22, 5.05
-0.43, -0.80, -0.07, -13.99, 2.38, 5.84
-0.44, -0.80, -0.07, -13.82, 2.68, 5.17
-0.45, -0.80, -0.08, -14.65, 4.15, 4.16
-0.45, -0.81, -0.08, -15.06, 3.61, 4.29
-0.46, -0.82, -0.07, -15.84, 3.57, 3.08
-0.46, -0.82, -0.07, -16.68, 1.71, 2.44
-0.45, -0.82, -0.07, -14.92, 0.14, 1.29
-0.45, -0.81, -0.08, -16.51, -1.46, 1.34
-0.45, -0.80, -0.08, -16.59, -2.04, -0.46
-0.45, -0.80, -0.09, -16.86, -2.55, -1.03
-0.45, -0.80, -0.10, -17.05, -2.11, -0.93
-0.44, -0.80, -0.10, -17.73, -1.75, -1.12
-0.44, -0.80, -0.11, -17.43, -0.62, -1.36
-0.43, -0.80, -0.11, -17.61, -0.88, -0.96
-0.43, -0.80, -0.11, -16.87, 0.04, 0.33
-0.43, -0.80, -0.11, -17.03, 0.89, 0.02
-0.43, -0.80, -0.11, -15.40, 0.73, 0.51
-0.42, -0.81, -0.10, -15.07, 1.92, 0.90
-0.43, -0.81, -0.10, -14.21, 1.33, 1.44
-0.43, -0.81, -0.09, -14.23, 1.60, 2.16
-0.43, -0.81, -0.09, -13.40, 2.11, 3.25
-0.43, -0.80, -0.09, -13.39, 1.52, 2.24
-0.44, -0.80, -0.09, -13.70, 0.32, 3.16
-0.44, -0.79, -0.09, -14.38, -0.50, 0.85
-0.44, -0.79, -0.09, -13.83, -0.44, 0.37
-0.45, -0.80, -0.09, -14.30, -0.04, -0.11
-0.45, -0.80, -0.09, -14.55, 0.57, -0.02
-0.45, -0.81, -0.09, -14.32, 1.30, 0.49
-0.45, -0.81, -0.09, -14.47, 1.31, 0.67
-0.45, -0.81, -0.09, -14.97, 1.46, -0.16
-0.44, -0.80, -0.09, -14.83, -1.02, 0.01
-0.44, -0.80, -0.09, -15.02, -1.29, -0.90
-0.44, -0.81, -0.09, -15.11, -1.13, -1.65
-0.45, -0.80, -0.09, -14.55, -0.77, -0.71
-0.44, -0.80, -0.09, -15.29, 1.56, -0.72
-0.44, -0.80, -0.09, -15.21, 1.61, -0.94
-0.44, -0.80, -0.09, -14.12, 0.78, -0.95
-0.43, -0.80, -0.08, -14.91, -0.38, -0.47
-0.43, -0.81, -0.08, -15.30, 0.38, 0.33
