ax,ay,az,gx,gy,gz
-0.74, 0.21, -0.50, -10.56, 1.61, 0.73
-0.74, 0.22, -0.50, -10.65, 1.48, -0.00
-0.74, 0.22, -0.50, -11.14, 1.45, -0.07
-0.73, 0.21, -0.49, -11.46, 1.10, 0.71
-0.73, 0.21, -0.49, -12.64, 0.52, 0.42
-0.73, 0.21, -0.50, -13.13, -0.88, 2.70
-0.74, 0.20, -0.50, -14.11, -1.75, 2.77
-0.74, 0.20, -0.50, -15.49, -1.63, 3.45
-0.74, 0.19, -0.50, -16.44, -1.67, 4.53
-0.75, 0.20, -0.50, -17.38, -0.57, 3.33
-0.77, 0.20, -0.50, -18.19, 0.68, 3.79
-0.77, 0.21, -0.50, -17.85, 1.89, 2.49
-0.76, 0.21, -0.49, -18.48, 3.59, 2.06
-0.76, 0.22, -0.49, -17.12, 5.20, 0.57
-0.75, 0.23, -0.49, -16.17, 5.78, 0.71
-0.75, 0.24, -0.48, -14.22, 6.39, 0.59
-0.74, 0.25, -0.48, -12.39, 6.98, 0.12
-0.74, 0.25, -0.48, -10.85, 6.64, -0.30
-0.74, 0.26, -0.48, -8.14, 5.88, -0.12
-0.74, 0.26, -0.49, -6.34, 5.68, -0.59
-0.75, 0.25, -0.49, -6.02, 4.98, -1.86
-0.74, 0.24, -0.49, -4.38, 4.32, -0.43
-0.73, 0.23, -0.50, -4.40, 2.00, -0.32
-0.73, 0.21, -0.50, -5.99, 0.29, 0.15
-0.73, 0.21, -0.50, -7.35, -3.26, -0.84
-0.73, 0.20, -0.50, -6.78, -4.99, 0.34
-0.74, 0.21, -0.51, -7.87, -6.41, -0.38
-0.74, 0.21, -0.51, -7.67, -6.38, -1.44
-0.75, 0.21, -0.51, -7.15, -5.47, -1.42
-0.75, 0.21, -0.50, -7.84, -4.62, -0.37
-0.75, 0.21, -0.49, -8.65, -3.95, -2.12
-0.75, 0.21, -0.48, -8.94, -2.35, -0.80
-0.75, 0.21, -0.47, -8.90, -2.52, -1.19
-0.75, 0.21, -0.47, -9.23, -1.81, -1.27
-0.75, 0.20, -0.47, -8.80, -1.30, -1.88
-0.76, 0.20, -0.48, -10.26, -0.95, -2.03
-0.77, 0.20, -0.48, -10.93, -0.54, -2.48
-0.78, 0.20, -0.47, -11.03, -0.27, -3.34
-0.78, 0.20, -0.47, -10.67, 1.07, -4.06
-0.76, 0.20, -0.47, -11.32, 1.97, -3.16
-0.75, 0.20, -0.47, -11.47, 2.87, -3.79
-0.75, 0.20, -0.46, -11.18, 3.74, -3.48
-0.75, 0.21, -0.46, -10.77, 3.28, -2.72
-0.76, 0.21, -0.47, -10.43, 3.30, -2.40
-0.77, 0.21, -0.47, -9.58, 2.84, -3.33
-0.77, 0.21, -0.47, -9.31, 2.73, -3.45
-0.77, 0.21, -0.48, -9.19, 3.27, -3.57
-0.76, 0.21, -0.48, -9.12, 3.00, -3.91
-0.76, 0.21, -0.48, -9.11, 3.27, -1.92
-0.76, 0.20, -0.48, -8.77, 2.60, -1.47
-0.76, 0.20, -0.48, -8.84, 3.11, -2.32
-0.75, 0.19, -0.48, -9.03, 2.53, -2.07
-0.75, 0.19, -0.47, -9.54, 1.46, -1.19
-0.75, 0.19, -0.47, -9.21, 1.37, -1.82
-0.76, 0.19, -0.48, -9.40, 0.66, -2.37
-0.76, 0.19, -0.48, -9.37, 1.17, -2.11
-0.77, 0.19, -0.48, -10.03, 1.62, -2.96
-0.78, 0.18, -0.48, -10.22, 2.16, -2.83
-0.78, 0.18, -0.47, -11.69, 1.86, -2.43
-0.77, 0.18, -0.47, -11.46, 2.09, -2.06
-0.76, 0.19, -0.47, -10.88, 2.90, -1.95
-0.76, 0.19, -0.47, -11.08, 3.85, -2.15
-0.76, 0.20, -0.49, -9.80, 1.54, -4.96
-0.77, 0.20, -0.50, -9.31, -0.40, -5.85
-0.79, 0.22, -0.51, -6.78, -3.58, -8.54
-0.81, 0.22, -0.52, -5.39, -3.65, -12.60
-0.82, 0.22, -0.51, -3.65, 1.61, -9.70
-0.81, 0.20, -0.52, -1.71, 6.68, -10.15
-0.80, 0.20, -0.53, 1.25, 15.55, -13.19
-0.81, 0.20, -0.56, 2.73, 26.96, -16.33
-0.84, 0.21, -0.59, 5.26, 43.51, -17.98
-0.85, 0.23, -0.62, 6.78, 53.99, -19.85
-0.86, 0.21, -0.67, 11.91, 61.46, -19.99
-0.85, 0.19, -0.70, 18.05, 57.08, -25.12
-0.85, 0.18, -0.73, 25.04, 42.81, -30.63
-0.85, 0.19, -0.76, 33.49, 28.04, -34.36
-0.83, 0.18, -0.77, 43.25, 19.53, -42.10
-0.85, 0.15, -0.77, 49.58, 17.62, -50.65
-0.90, 0.12, -0.79, 55.85, 18.97, -57.50
-0.89, 0.11, -0.82, 64.00, 22.43, -60.66
-0.85, 0.09, -0.83, 64.00, 29.21, -64.00
-0.86, 0.05, -0.82, 64.00, 35.38, -64.00
-0.88, -0.00, -0.77, 64.00, 41.12, -64.00
-0.90, -0.04, -0.71, 64.00, 52.85, -64.00
-0.91, -0.07, -0.65, 61.14, 64.00, -64.00
-0.92, -0.08, -0.65, 57.65, 64.00, -64.00
-0.91, -0.09, -0.71, 56.64, 64.00, -64.00
-0.88, -0.11, -0.74, 58.30, 64.00, -64.00
-0.82, -0.15, -0.71, 55.15, 62.92, -64.00
-0.80, -0.21, -0.64, 51.69, 64.00, -64.00
-0.80, -0.25, -0.60, 44.59, 64.00, -64.00
-0.79, -0.28, -0.56, 39.23, 64.00, -64.00
-0.79, -0.29, -0.55, 33.49, 64.00, -64.00
-0.74, -0.30, -0.57, 30.59, 64.00, -64.00
-0.64, -0.33, -0.56, 29.24, 64.00, -64.00
-0.57, -0.35, -0.52, 30.47, 64.00, -64.00
-0.55, -0.36, -0.51, 29.52, 64.00, -64.00
-0.52, -0.37, -0.54, 27.89, 64.00, -64.00
-0.45, -0.38, -0.55, 26.79, 64.00, -64.00
-0.37, -0.39, -0.53, 26.18, 64.00, -64.00
-0.29, -0.39, -0.51, 26.08, 64.00, -64.00
