ax,ay,az,gx,gy,gz
0.78, -0.64, -0.28, -40.40, -29.45, -5.56
0.85, -0.58, -0.41, -36.76, -56.78, 0.27
0.83, -0.53, -0.50, -31.09, -64.00, 3.60
0.71, -0.52, -0.56, -19.78, -46.55, 2.70
0.58, -0.53, -0.63, -7.71, 2.92, -1.67
0.52, -0.53, -0.65, -0.35, 43.92, 1.61
0.57, -0.56, -0.59, 3.31, 59.51, 6.05
0.67, -0.61, -0.49, 5.50, 56.96, 8.43
0.73, -0.64, -0.38, 6.58, 41.51, 5.47
0.69, -0.66, -0.29, 1.00, 31.33, -1.07
0.63, -0.68, -0.21, -6.01, 17.97, -8.56
0.61, -0.70, -0.20, -18.26, 3.02, -10.69
0.63, -0.70, -0.14, -29.55, -2.32, -8.99
0.70, -0.65, -0.19, -34.16, -15.49, -6.74
0.81, -0.58, -0.33, -36.59, -45.36, -0.33
0.85, -0.54, -0.39, -34.50, -64.00, 7.48
0.78, -0.52, -0.47, -27.05, -64.00, 8.56
0.66, -0.50, -0.56, -16.24, -43.37, 8.13
0.57, -0.48, -0.65, -5.15, -4.07, 8.99
0.55, -0.50, -0.66, 1.38, 30.06, 12.23
0.58, -0.56, -0.59, 3.29, 49.42, 13.74
0.63, -0.62, -0.51, 4.12, 49.24, 14.52
0.67, -0.66, -0.45, 6.12, 37.99, 11.37
0.66, -0.69, -0.39, 4.13, 28.62, 5.42
0.61, -0.74, -0.29, -1.00, 21.36, -2.33
0.58, -0.78, -0.24, -8.60, 7.29, -11.87
0.57, -0.80, -0.18, -21.24, 6.55, -16.90
0.60, -0.77, -0.17, -30.63, 6.67, -16.76
0.71, -0.68, -0.27, -33.92, -13.21, -12.74
0.85, -0.59, -0.37, -35.83, -43.35, -0.24
0.90, -0.55, -0.43, -32.80, -64.00, 5.37
0.80, -0.53, -0.49, -27.94, -64.00, 7.39
0.66, -0.50, -0.55, -16.90, -44.51, 6.98
0.57, -0.48, -0.64, -4.64, -1.57, 8.12
0.54, -0.47, -0.69, 1.75, 25.03, 12.31
0.60, -0.51, -0.59, 2.74, 36.94, 17.46
0.65, -0.57, -0.44, 1.79, 44.16, 19.22
0.65, -0.60, -0.35, -0.60, 43.09, 21.42
0.67, -0.61, -0.34, -0.13, 10.96, 15.16
0.63, -0.67, -0.28, -8.87, -9.94, 10.32
0.51, -0.77, -0.17, -19.85, -6.47, -1.78
0.44, -0.80, -0.14, -31.30, 10.92, -9.31
0.53, -0.74, -0.21, -33.27, 7.85, -10.68
0.74, -0.65, -0.34, -34.54, -23.43, -1.40
0.86, -0.62, -0.40, -33.72, -57.68, 8.14
0.83, -0.60, -0.46, -28.47, -64.00, 8.44
0.73, -0.56, -0.59, -20.11, -64.00, 8.41
0.62, -0.52, -0.66, -8.24, -61.74, 9.74
0.55, -0.53, -0.71, 0.35, -27.66, 14.75
0.53, -0.55, -0.72, 7.21, 0.14, 16.53
0.58, -0.57, -0.63, 11.63, 10.68, 17.12
0.60, -0.61, -0.53, 9.84, 24.04, 17.54
0.57, -0.66, -0.43, 7.79, 36.56, 14.44
0.54, -0.70, -0.40, 1.74, 39.42, 10.31
0.54, -0.73, -0.34, -2.90, 29.39, 3.75
0.53, -0.77, -0.29, -10.95, 19.58, -3.33
0.51, -0.81, -0.24, -24.96, 7.51, -9.27
0.55, -0.80, -0.17, -37.40, 1.07, -10.37
0.63, -0.73, -0.21, -45.29, -19.78, -8.05
0.70, -0.64, -0.32, -47.15, -45.00, -3.16
0.71, -0.58, -0.42, -46.30, -63.27, 3.68
0.65, -0.55, -0.51, -40.12, -64.00, 6.59
0.60, -0.49, -0.65, -27.54, -64.00, 9.31
0.56, -0.44, -0.74, -14.32, -49.54, 13.10
0.52, -0.46, -0.78, -4.98, -29.78, 15.90
0.49, -0.52, -0.73, 5.52, -13.99, 16.58
0.50, -0.58, -0.71, 10.72, -0.06, 15.66
0.50, -0.62, -0.63, 11.24, 17.37, 13.89
0.49, -0.67, -0.53, 10.78, 34.52, 11.16
0.46, -0.71, -0.48, 6.79, 47.30, 6.87
0.50, -0.77, -0.42, -0.04, 47.27, 2.62
0.55, -0.83, -0.35, -7.61, 36.36, -3.31
0.54, -0.87, -0.30, -18.75, 26.08, -9.39
0.53, -0.85, -0.29, -29.13, 14.82, -14.44
0.58, -0.79, -0.28, -36.22, -1.46, -15.61
0.64, -0.71, -0.34, -41.18, -26.08, -12.45
0.68, -0.64, -0.40, -43.10, -45.14, -9.09
0.64, -0.59, -0.46, -40.78, -55.14, -4.67
0.59, -0.54, -0.54, -36.27, -59.59, 0.33
0.58, -0.48, -0.64, -26.22, -54.85, 3.71
0.55, -0.45, -0.71, -12.66, -41.64, 4.55
0.48, -0.46, -0.73, -0.26, -21.21, 6.97
0.44, -0.50, -0.77, 14.02, 16.60, 10.45
0.47, -0.56, -0.74, 19.94, 31.02, 10.04
0.50, -0.58, -0.61, 20.03, 40.65, 14.81
0.51, -0.64, -0.51, 18.48, 43.03, 13.09
0.50, -0.68, -0.41, 13.74, 41.44, 8.34
0.50, -0.75, -0.33, 4.86, 32.09, -0.88
0.46, -0.83, -0.28, -9.02, 27.23, -6.39
0.43, -0.86, -0.23, -21.32, 31.63, -13.84
0.48, -0.81, -0.23, -31.18, 31.61, -18.41
0.57, -0.73, -0.28, -35.39, 7.79, -20.27
0.68, -0.70, -0.38, -38.85, -24.61, -12.42
0.76, -0.66, -0.46, -37.87, -59.24, -0.94
0.73, -0.59, -0.51, -38.00, -64.00, 5.40
0.63, -0.49, -0.58, -28.81, -64.00, 6.20
0.52, -0.44, -0.69, -17.27, -56.94, 5.67
0.41, -0.46, -0.76, -7.12, -32.00, 8.18
0.39, -0.51, -0.77, 1.09, -12.79, 11.30
0.45, -0.56, -0.71, 6.49, 1.95, 11.36
0.49, -0.59, -0.65, 10.34, 14.69, 12.75
0.49, -0.62, -0.63, 10.49, 25.64, 14.51
0.50, -0.67, -0.57, 7.68, 30.12, 12.99
0.51, -0.73, -0.49, 4.01, 29.59, 9.73
0.50, -0.80, -0.38, -4.66, 27.09, 1.54
0.46, -0.88, -0.33, -16.01, 27.01, -6.58
0.44, -0.88, -0.32, -24.70, 22.11, -12.60
0.49, -0.81, -0.33, -30.75, 13.82, -15.54
0.57, -0.73, -0.40, -31.86, -9.53, -16.67
0.61, -0.66, -0.46, -32.42, -25.32, -13.14
0.59, -0.62, -0.50, -32.60, -38.67, -11.13
0.55, -0.57, -0.53, -35.88, -46.56, -4.78
0.55, -0.52, -0.59, -29.82, -51.07, 0.00
0.54, -0.45, -0.69, -19.92, -48.61, 1.34
0.50, -0.44, -0.75, -9.13, -28.22, 3.43
0.44, -0.49, -0.78, 4.27, 4.77, 4.69
0.41, -0.54, -0.82, 13.74, 32.33, 4.14
0.42, -0.58, -0.79, 21.63, 48.04, 6.85
0.48, -0.65, -0.72, 23.56, 52.33, 8.03
0.50, -0.73, -0.62, 21.43, 55.76, 5.63
0.48, -0.80, -0.50, 14.60, 60.22, -5.51
0.40, -0.87, -0.40, 0.68, 64.00, -15.31
0.38, -0.92, -0.33, -13.27, 64.00, -26.43
0.45, -0.88, -0.33, -23.63, 64.00, -29.91
0.56, -0.79, -0.33, -32.00, 47.18, -29.73
0.67, -0.72, -0.34, -39.87, 18.54, -25.33
0.70, -0.66, -0.36, -47.90, -15.37, -19.77
0.70, -0.58, -0.42, -50.98, -33.55, -11.98
0.67, -0.49, -0.49, -47.16, -36.67, -8.48
0.59, -0.43, -0.58, -40.56, -26.12, -4.77
0.52, -0.44, -0.66, -30.55, -4.32, -3.12
0.49, -0.47, -0.73, -17.74, 21.45, -1.15
0.50, -0.50, -0.76, -5.15, 49.20, 0.21
0.52, -0.53, -0.71, 2.61, 64.00, 2.64
0.55, -0.59, -0.61, 7.38, 64.00, 3.45
0.58, -0.66, -0.51, 6.40, 64.00, 2.50
0.60, -0.73, -0.40, 2.74, 56.57, -2.92
0.56, -0.78, -0.30, -7.15, 44.27, -13.59
0.53, -0.84, -0.20, -20.97, 36.34, -21.36
0.56, -0.84, -0.19, -33.44, 27.91, -26.66
0.63, -0.75, -0.22, -41.95, 20.24, -24.12
0.72, -0.64, -0.30, -46.08, -6.83, -17.47
0.78, -0.56, -0.39, -47.54, -35.44, -10.11
0.77, -0.50, -0.49, -43.19, -49.00, -4.74
0.67, -0.44, -0.57, -35.51, -48.95, -5.16
0.57, -0.41, -0.65, -24.69, -17.13, -0.73
