ax,ay,az,gx,gy,gz
-0.48,-0.93,0.03,9.67,21.25,0.86
-0.54,-0.94,0.23,-9.37,9.71,-14.92
-0.6,-0.93,0.33,-23.68,7.33,-29.11
-0.54,-0.96,0.22,-32.5,8.04,-28.53
-0.37,-0.97,0.04,-38.64,-1.98,-27.44
-0.25,-0.95,-0.12,-38.7,-17.0,-21.99
-0.21,-0.88,-0.24,-34.11,-20.9,-18.1
-0.24,-0.83,-0.31,-31.48,-16.25,-9.97
-0.29,-0.81,-0.32,-25.5,-4.97,0.05
-0.27,-0.78,-0.3,-20.45,0.22,11.31
-0.22,-0.76,-0.27,-16.28,-2.68,17.57
-0.22,-0.76,-0.3,-7.17,-2.41,20.61
-0.28,-0.76,-0.24,0.24,3.79,18.03
-0.36,-0.78,-0.09,5.91,12.71,14.03
-0.42,-0.83,-0.05,10.04,21.36,8.83
-0.47,-0.91,-0.02,6.95,23.77,-1.05
-0.46,-0.97,0.03,-0.19,26.14,-12.84
-0.47,-0.98,0.15,-13.57,20.24,-23.33
-0.48,-0.98,0.22,-28.43,11.16,-27.93
-0.2,-0.7,-0.39,-4.99,0.84,22.62
-0.22,-0.73,-0.33,5.32,5.24,22.88
-0.28,-0.74,-0.2,11.74,10.25,21.28
-0.34,-0.77,-0.11,16.85,17.25,21.11
-0.36,-0.83,-0.03,16.23,23.99,12.83
-0.38,-0.9,0.1,10.55,31.06,7.82
-0.42,-0.95,0.18,0.93,29.52,-4.09
-0.47,-1.02,0.21,-15.83,22.5,-16.55
-0.52,-1.04,0.26,-36.34,4.82,-31.55
-0.5,-1.0,0.21,-49.92,-5.05,-31.66
-0.47,-0.81,0.05,14.16,31.81,21.2
-0.45,-0.9,0.01,9.54,23.1,10.52
-0.42,-0.99,0.06,-4.62,8.53,-7.28
-0.48,-1.01,0.2,-20.79,-6.87,-23.21
-0.52,-0.98,0.24,-34.97,-5.4,-30.3
-0.45,-0.97,0.12,-43.92,-4.17,-27.93
-0.31,-0.95,-0.05,-44.82,-11.97,-24.09
-0.23,-0.89,-0.19,-46.08,-16.61,-22.85
-0.23,-0.82,-0.29,-38.05,-9.97,-8.84
-0.2,-0.77,-0.38,-30.26,-5.99,4.03
-0.15,-0.74,-0.4,-18.9,-7.73,14.13
-0.16,-0.72,-0.42,-9.9,-5.3,17.89
-0.24,-0.75,-0.36,-3.14,4.49,20.06
-0.34,-0.77,-0.23,6.79,21.51,16.59
-0.42,-0.79,-0.16,13.06,43.09,19.57
