ax,ay,az,gx,gy,gz
-0.43,-0.78,-0.72,-28.07,-48.16,14.56
-0.67,-0.81,-0.78,-10.7,-57.5,-19.76
-0.82,-0.8,-0.78,2.58,-21.6,-40.28
-0.7,-0.77,-0.69,13.43,8.96,-61.68
-0.48,-0.73,-0.66,19.61,15.13,-64.0
-0.27,-0.74,-0.69,21.34,22.13,-64.0
0.09,-0.73,-0.64,17.73,31.43,-46.73
0.43,-0.66,-0.58,16.99,17.66,-25.46
0.54,-0.58,-0.53,8.87,8.7,-7.13
0.62,-0.56,-0.44,-6.94,28.24,31.61
0.67,-0.58,-0.38,-22.68,29.71,52.7
0.51,-0.63,-0.43,-37.12,14.78,60.94
0.23,-0.65,-0.5,-47.89,15.3,64.0
0.05,-0.63,-0.55,-46.6,2.78,64.0
-0.14,-0.65,-0.64,-33.85,-21.44,51.36
-0.42,-0.72,-0.71,-23.75,-44.74,28.06
-0.68,-0.75,-0.73,-8.42,-56.13,-6.45
-0.87,-0.76,-0.76,8.14,-27.18,-28.25
-0.76,-0.79,-0.68,12.74,15.4,-44.31
-0.48,-0.79,-0.63,22.73,27.32,-52.1
-0.22,-0.77,-0.64,27.1,22.97,-51.04
0.06,-0.77,-0.65,23.76,18.21,-33.8
0.35,-0.75,-0.6,18.42,19.09,-6.9
0.55,-0.66,-0.53,11.83,3.48,4.74
0.51,-0.62,-0.45,-8.82,14.69,27.02
0.49,-0.67,-0.42,-21.67,30.46,46.84
0.42,-0.72,-0.45,-37.6,23.54,51.81
0.19,-0.73,-0.49,-48.67,24.58,58.05
0.06,-0.7,-0.52,-51.29,14.37,56.4
-0.09,-0.7,-0.6,-41.95,-16.22,41.28
-0.33,-0.75,-0.71,-29.27,-41.26,21.8
-0.56,-0.78,-0.74,-14.25,-51.49,-7.13
-0.74,-0.8,-0.75,1.74,-25.78,-31.08
-0.68,-0.8,-0.7,8.11,11.67,-43.75
-0.48,-0.76,-0.64,13.8,20.19,-58.25
-0.3,-0.75,-0.61,16.02,23.5,-61.81
-0.05,-0.79,-0.58,8.78,28.64,-46.07
0.27,-0.78,-0.53,3.19,30.67,-21.71
0.49,-0.68,-0.49,-3.1,6.97,-8.86
0.48,-0.62,-0.43,-15.2,8.42,13.44
0.51,-0.64,-0.41,-31.68,18.41,39.24
0.49,-0.69,-0.43,-47.69,9.56,45.7
0.25,-0.7,-0.48,-58.25,12.08,51.88
0.06,-0.64,-0.52,-60.3,15.75,54.09
-0.07,-0.63,-0.58,-49.29,-4.13,45.83
-0.28,-0.7,-0.71,-33.98,-33.02,26.49
-0.54,-0.76,-0.76,-16.79,-47.57,1.54
-0.77,-0.78,-0.75,1.98,-34.02,-26.79
-0.75,-0.78,-0.7,11.5,10.31,-38.44
-0.48,-0.75,-0.61,20.51,22.61,-53.94
-0.3,-0.74,-0.58,20.9,19.63,-55.33
-0.06,-0.78,-0.56,19.29,16.04,-43.36
0.21,-0.78,-0.53,15.36,21.03,-18.78
0.45,-0.7,-0.5,16.48,7.93,-4.06
0.43,-0.65,-0.45,6.69,-0.75,11.4
0.36,-0.67,-0.41,-2.66,19.82,35.4
0.37,-0.69,-0.4,-11.51,20.36,44.24
0.26,-0.7,-0.42,-27.7,9.36,44.79
0.12,-0.71,-0.48,-39.13,5.16,48.12
0.02,-0.7,-0.52,-40.75,-1.82,46.1
-0.09,-0.69,-0.6,-33.44,-28.14,31.18
-0.27,-0.73,-0.7,-23.13,-39.43,18.19
-0.46,-0.77,-0.76,-9.57,-40.93,-5.59
-0.6,-0.79,-0.76,1.5,-25.53,-22.63
-0.59,-0.82,-0.71,8.32,14.31,-31.48
-0.37,-0.79,-0.65,14.5,22.53,-42.88
-0.18,-0.78,-0.61,10.87,18.54,-43.79
-0.01,-0.83,-0.59,3.89,11.76,-34.78
0.2,-0.82,-0.54,-3.77,8.3,-17.88
0.36,-0.75,-0.51,-10.29,3.99,-2.54
0.42,-0.69,-0.45,-22.42,6.45,14.43
0.41,-0.68,-0.4,-35.91,16.54,31.38
0.34,-0.73,-0.43,-52.25,14.77,40.66
0.16,-0.74,-0.49,-57.88,18.22,47.81
0.03,-0.69,-0.51,-59.83,13.43,49.77
-0.08,-0.7,-0.55,-50.54,-17.54,36.5
-0.26,-0.74,-0.69,-27.96,-34.56,21.11
-0.51,-0.76,-0.74,-16.35,-45.02,-8.06
-0.77,-0.76,-0.71,1.94,-26.05,-29.21
-0.73,-0.74,-0.68,13.65,9.44,-40.93
