ax,ay,az,gx,gy,gz
-0.53, -0.94, -0.68, 0.47, 16.82, -28.33
-0.34, -0.89, -0.62, 5.85, 27.63, -38.00
-0.13, -0.81, -0.57, 6.91, 34.03, -36.60
0.08, -0.79, -0.54, 3.99, 33.28, -29.65
0.22, -0.76, -0.49, -1.72, 29.15, -18.15
0.33, -0.70, -0.43, -7.24, 24.87, -3.20
0.43, -0.65, -0.40, -16.02, 24.08, 14.73
0.47, -0.64, -0.38, -24.27, 18.76, 23.94
0.36, -0.67, -0.39, -34.32, 13.93, 32.60
0.18, -0.71, -0.44, -40.93, 19.16, 37.72
0.05, -0.74, -0.48, -36.81, 2.79, 34.06
-0.12, -0.79, -0.57, -23.68, -38.33, 19.77
-0.32, -0.88, -0.67, -7.00, -64.00, -0.55
-0.52, -0.96, -0.67, -0.34, -62.50, -20.41
-0.56, -0.94, -0.58, 5.88, -33.48, -44.97
-0.47, -0.88, -0.55, 10.77, -14.53, -60.10
-0.26, -0.83, -0.56, 12.20, 8.67, -62.70
-0.02, -0.81, -0.53, 5.11, 25.17, -48.80
0.31, -0.73, -0.48, 3.74, 31.12, -27.70
0.55, -0.64, -0.44, -2.27, 34.02, 1.45
0.67, -0.57, -0.37, -11.80, 37.22, 22.22
0.62, -0.55, -0.34, -20.68, 26.13, 32.69
0.39, -0.63, -0.33, -34.94, 21.51, 38.53
0.14, -0.74, -0.36, -47.78, 20.87, 42.21
-0.04, -0.78, -0.43, -48.86, 13.70, 41.58
-0.11, -0.77, -0.51, -40.44, -15.77, 30.42
-0.21, -0.80, -0.57, -20.03, -54.59, 11.70
-0.33, -0.91, -0.63, -8.03, -61.85, -7.05
-0.47, -1.00, -0.64, -6.91, -18.26, -23.71
-0.47, -0.96, -0.61, -2.79, 23.85, -40.26
-0.27, -0.85, -0.61, 5.94, 34.15, -46.36
-0.05, -0.83, -0.59, 8.01, 27.90, -45.17
0.13, -0.84, -0.56, 5.45, 19.71, -36.26
0.29, -0.79, -0.49, 0.32, 19.35, -17.54
0.47, -0.66, -0.43, -5.25, 24.11, 3.52
0.56, -0.56, -0.37, -10.03, 24.82, 18.58
0.48, -0.55, -0.35, -19.09, 23.45, 27.94
0.31, -0.65, -0.35, -35.27, 30.26, 34.62
0.13, -0.75, -0.39, -46.93, 42.35, 40.27
0.06, -0.77, -0.43, -48.16, 35.29, 40.61
0.01, -0.79, -0.47, -39.58, -12.34, 28.64
-0.08, -0.87, -0.59, -23.05, -53.21, 16.49
-0.25, -0.95, -0.67, -14.04, -64.00, -7.28
-0.50, -0.98, -0.65, -10.56, -28.27, -26.32
-0.56, -0.94, -0.62, -4.27, 8.57, -45.05
-0.38, -0.85, -0.63, 6.04, 24.28, -57.08
-0.18, -0.80, -0.61, 12.61, 22.15, -61.28
0.01, -0.80, -0.57, 10.18, 24.01, -48.53
0.29, -0.73, -0.51, 5.02, 45.56, -16.75
0.59, -0.57, -0.42, 4.05, 39.40, 0.52
0.64, -0.49, -0.33, -3.79, 28.29, 21.18
0.57, -0.54, -0.28, -18.20, 27.12, 34.79
0.38, -0.66, -0.30, -35.96, 21.87, 39.19
0.14, -0.74, -0.37, -49.43, 27.37, 43.30
0.02, -0.75, -0.43, -49.84, 16.34, 42.97
-0.01, -0.78, -0.51, -38.64, -18.83, 35.46
-0.10, -0.84, -0.61, -22.35, -62.12, 19.61
-0.33, -0.93, -0.68, -7.81, -64.00, -2.79
-0.51, -0.98, -0.70, -4.37, -20.81, -20.65
-0.53, -0.92, -0.65, 1.75, 18.89, -40.12
-0.40, -0.81, -0.62, 7.87, 47.55, -50.03
-0.12, -0.78, -0.59, 9.55, 50.58, -46.79
0.17, -0.79, -0.53, 4.87, 41.27, -31.50
0.38, -0.74, -0.47, -1.85, 37.22, -10.41
0.56, -0.65, -0.40, -8.57, 31.79, 9.29
0.66, -0.59, -0.36, -16.23, 23.21, 24.21
0.59, -0.64, -0.35, -30.42, 18.28, 37.18
0.36, -0.72, -0.37, -45.43, 21.04, 43.71
0.15, -0.79, -0.40, -52.23, 23.50, 46.32
0.02, -0.81, -0.47, -47.33, -0.87, 37.94
-0.13, -0.84, -0.59, -25.44, -39.38, 16.75
-0.34, -0.94, -0.66, -16.03, -54.11, -8.70
-0.59, -0.99, -0.67, -10.99, -20.07, -28.91
-0.58, -0.88, -0.66, -1.27, 19.90, -46.80
-0.34, -0.75, -0.64, 10.68, 31.86, -54.35
-0.08, -0.74, -0.59, 12.93, 33.87, -48.61
0.16, -0.77, -0.54, 8.06, 26.36, -36.33
0.36, -0.72, -0.47, 2.69, 20.22, -15.90
0.51, -0.62, -0.41, -4.81, 16.09, 2.49
0.58, -0.57, -0.36, -13.03, 18.03, 20.38
0.54, -0.59, -0.35, -24.59, 18.93, 31.10
0.39, -0.71, -0.37, -41.33, 27.77, 38.89
0.22, -0.75, -0.40, -50.59, 32.34, 44.91
0.13, -0.76, -0.45, -48.70, 5.55, 41.31
0.03, -0.80, -0.54, -34.75, -43.04, 30.71
-0.14, -0.89, -0.69, -15.83, -58.77, 13.71
-0.42, -0.97, -0.73, -9.21, -38.69, -14.26
-0.66, -0.97, -0.67, -8.13, 17.73, -33.71
-0.47, -0.86, -0.63, 1.32, 41.12, -45.62
-0.13, -0.79, -0.60, 8.45, 32.92, -48.84
0.09, -0.79, -0.56, 5.89, 20.53, -40.35
0.31, -0.76, -0.50, 2.79, 15.63, -23.28
0.50, -0.66, -0.45, -1.68, 17.02, -1.30
0.60, -0.54, -0.40, -7.20, 19.99, 17.33
0.56, -0.52, -0.36, -16.65, 20.89, 31.01
0.42, -0.61, -0.37, -28.80, 23.73, 41.22
0.26, -0.70, -0.41, -38.95, 26.19, 48.00
0.14, -0.73, -0.43, -43.02, 17.25, 48.96
0.08, -0.75, -0.47, -33.28, -25.73, 39.89
-0.03, -0.85, -0.59, -19.62, -48.70, 28.66
-0.24, -0.94, -0.66, -15.50, -47.10, 5.25
-0.53, -0.95, -0.67, -6.63, -20.16, -16.32
-0.56, -0.90, -0.66, -4.85, 30.08, -28.92
-0.31, -0.82, -0.60, 2.01, 35.89, -35.63
-0.05, -0.76, -0.56, 6.42, 24.55, -35.20
0.10, -0.76, -0.52, 0.90, 8.43, -30.05
0.21, -0.74, -0.47, -1.07, 7.62, -16.13
0.40, -0.67, -0.45, -4.60, 13.65, 0.44
0.52, -0.61, -0.41, -13.90, 22.61, 20.11
0.55, -0.63, -0.38, -22.76, 27.55, 34.86
0.45, -0.69, -0.37, -37.59, 25.36, 44.35
0.29, -0.74, -0.40, -45.03, 16.68, 51.64
0.13, -0.76, -0.47, -36.04, -15.21, 44.17
-0.04, -0.83, -0.59, -26.46, -47.09, 27.28
-0.32, -0.94, -0.67, -18.02, -44.22, 3.70
-0.57, -0.95, -0.72, -7.91, -23.00, -23.32
-0.57, -0.89, -0.70, -4.25, 21.88, -37.57
-0.36, -0.82, -0.64, 5.71, 30.99, -46.90
-0.09, -0.77, -0.60, 12.48, 24.65, -46.89
0.11, -0.76, -0.57, 8.47, 35.11, -32.21
0.34, -0.71, -0.49, 3.37, 30.64, -19.02
0.47, -0.64, -0.39, -4.91, 21.17, 3.12
0.58, -0.60, -0.33, -14.61, 17.26, 23.26
0.58, -0.62, -0.34, -26.31, 7.63, 34.98
0.37, -0.69, -0.35, -40.78, 7.06, 40.62
0.15, -0.73, -0.39, -45.64, 8.21, 41.74
0.01, -0.73, -0.51, -35.89, -13.94, 33.35
-0.15, -0.78, -0.64, -22.81, -43.59, 15.73
-0.38, -0.89, -0.71, -6.96, -47.95, -4.98
-0.53, -0.95, -0.71, -2.79, -12.64, -23.46
-0.45, -0.89, -0.66, 6.27, 14.96, -38.08
-0.24, -0.80, -0.62, 14.72, 17.43, -44.07
0.00, -0.78, -0.59, 13.08, 26.50, -35.02
0.23, -0.78, -0.53, 7.15, 32.74, -19.66
0.42, -0.70, -0.45, 0.17, 24.16, -5.35
0.49, -0.63, -0.36, -10.94, 22.43, 14.38
0.55, -0.62, -0.34, -20.06, 16.68, 24.70
0.46, -0.67, -0.36, -33.73, 11.61, 32.38
0.24, -0.74, -0.39, -44.22, 16.55, 37.33
0.12, -0.75, -0.43, -45.12, 17.27, 37.40
0.04, -0.77, -0.51, -36.70, -9.33, 28.76
-0.15, -0.85, -0.64, -23.17, -37.12, 13.89
-0.33, -0.91, -0.70, -9.96, -38.24, -4.23
-0.46, -0.92, -0.70, -5.45, -11.14, -22.96
-0.42, -0.86, -0.66, 4.21, 12.61, -34.76
-0.22, -0.76, -0.63, 12.19, 19.82, -38.29
0.02, -0.74, -0.59, 12.65, 22.42, -32.97
0.22, -0.76, -0.53, 6.81, 24.30, -19.95
0.33, -0.71, -0.48, 3.81, 23.50, -5.02
0.42, -0.65, -0.42, -3.59, 23.10, 7.65
0.45, -0.64, -0.39, -10.14, 22.07, 20.41
0.39, -0.69, -0.38, -20.56, 20.05, 26.66
0.28, -0.74, -0.40, -31.51, 21.01, 33.28
0.18, -0.76, -0.45, -37.15, 20.20, 36.61
0.13, -0.75, -0.47, -38.28, 13.44, 33.64
0.04, -0.80, -0.52, -29.79, -5.86, 24.74
-0.14, -0.87, -0.65, -21.07, -27.46, 8.67
-0.39, -0.90, -0.70, -8.21, -25.39, -10.23
-0.50, -0.89, -0.70, -2.68, 0.57, -27.32
-0.40, -0.83, -0.65, 8.26, 7.41, -40.40
-0.22, -0.78, -0.60, 13.19, 8.38, -45.25
-0.01, -0.76, -0.55, 10.87, 17.47, -39.58
0.19, -0.74, -0.48, 7.12, 20.27, -25.00
0.39, -0.68, -0.41, -1.31, 22.39, -5.13
0.53, -0.64, -0.36, -10.53, 19.31, 14.47
0.58, -0.63, -0.34, -16.82, 14.90, 27.21
0.48, -0.72, -0.34, -30.48, 15.57, 34.04
0.27, -0.77, -0.37, -43.22, 25.14, 37.96
0.14, -0.77, -0.42, -47.77, 25.19, 39.16
0.06, -0.76, -0.51, -38.56, 7.43, 33.84
-0.05, -0.81, -0.63, -24.19, -18.00, 17.66
-0.30, -0.89, -0.70, -12.95, -34.52, -3.26
-0.50, -0.94, -0.70, -9.77, 0.89, -17.78
-0.42, -0.89, -0.63, -4.46, 27.62, -30.99
-0.18, -0.78, -0.61, 5.34, 21.73, -35.69
0.02, -0.75, -0.60, 8.78, 20.14, -33.29
0.11, -0.79, -0.55, 5.40, 15.33, -28.83
0.19, -0.79, -0.50, 2.15, 12.47, -21.13
0.28, -0.73, -0.45, -3.63, 14.83, -12.61
0.36, -0.69, -0.41, -11.16, 18.99, -2.00
0.40, -0.66, -0.38, -16.09, 19.81, 9.39
0.38, -0.66, -0.38, -21.53, 18.09, 15.89
0.28, -0.73, -0.42, -29.96, 23.52, 20.23
0.18, -0.76, -0.45, -35.84, 28.39, 20.48
0.14, -0.75, -0.47, -36.10, 31.73, 20.89
0.16, -0.79, -0.48, -36.18, 27.36, 22.02
0.13, -0.87, -0.52, -33.38, 13.93, 20.51
0.01, -0.89, -0.65, -22.66, -10.41, 9.00
-0.20, -0.86, -0.71, -8.29, -22.59, -8.25
-0.34, -0.88, -0.73, -3.20, -3.07, -22.87
-0.31, -0.86, -0.69, 7.21, 5.81, -40.12
-0.21, -0.81, -0.66, 17.67, 12.73, -48.70
-0.09, -0.79, -0.62, 18.85, 11.23, -51.17
0.04, -0.79, -0.54, 11.29, 20.08, -42.40
0.28, -0.73, -0.43, 3.73, 25.33, -25.89
0.49, -0.64, -0.33, -0.41, 5.28, -13.82
0.52, -0.61, -0.30, -11.30, -2.89, 0.77
0.50, -0.66, -0.28, -25.10, 12.54, 19.46
0.48, -0.64, -0.29, -35.35, 11.26, 25.76
0.35, -0.67, -0.34, -42.52, 15.61, 30.83
0.17, -0.68, -0.42, -44.96, 14.48, 30.62
0.06, -0.71, -0.50, -37.13, -2.25, 25.56
-0.04, -0.79, -0.60, -22.31, -42.05, 13.71
-0.17, -0.87, -0.74, 0.10, -64.00, -3.53
-0.35, -0.91, -0.79, 11.10, -46.30, -23.73
-0.46, -0.90, -0.71, 18.55, -5.93, -47.12
-0.35, -0.86, -0.65, 25.31, 12.03, -55.69
-0.06, -0.83, -0.61, 24.52, 18.44, -48.94
0.29, -0.82, -0.54, 17.03, 19.22, -29.33
0.59, -0.73, -0.42, 7.62, 21.83, -6.83
0.70, -0.64, -0.34, -1.59, 7.12, 10.80
0.63, -0.63, -0.27, -20.29, 13.38, 22.50
0.52, -0.70, -0.26, -36.54, 16.38, 29.38
0.34, -0.77, -0.32, -51.89, 21.85, 33.35
0.19, -0.79, -0.39, -58.47, 26.28, 36.31
0.10, -0.77, -0.47, -53.43, 8.31, 32.25
0.04, -0.78, -0.55, -42.63, -38.57, 21.87
-0.08, -0.83, -0.67, -20.18, -64.00, 8.02
-0.25, -0.88, -0.77, -1.03, -64.00, -13.05
-0.45, -0.90, -0.76, 5.43, -24.09, -33.50
-0.48, -0.85, -0.66, 14.41, 12.84, -51.64
-0.29, -0.81, -0.64, 20.68, 20.05, -60.31
-0.00, -0.81, -0.57, 17.47, 18.90, -47.50
0.37, -0.77, -0.45, 8.15, 25.48, -19.77
