ax,ay,az,gx,gy,gz
0.07,-0.63,-0.46,-1.52,32.09,-9.9
0.23,-0.56,-0.44,-8.49,30.99,9.8
0.28,-0.52,-0.41,-25.63,28.06,38.71
0.23,-0.55,-0.41,-34.87,18.63,45.25
0.1,-0.57,-0.44,-38.19,8.85,45.92
-0.06,-0.58,-0.48,-44.82,8.91,51.51
-0.12,-0.66,-0.51,-47.32,2.19,52.18
-0.14,-0.77,-0.53,-45.02,-24.91,47.87
-0.23,-0.9,-0.61,-32.52,-57.59,34.26
-0.4,-0.96,-0.66,-16.21,-64.0,12.66
-0.63,-1.0,-0.68,-2.58,-56.96,-18.93
-0.75,-0.97,-0.67,5.42,-19.35,-32.5
-0.63,-0.91,-0.64,10.29,4.62,-50.76
-0.49,-0.88,-0.63,15.33,11.32,-64.0
-0.33,-0.85,-0.62,15.11,26.66,-63.84
-0.05,-0.77,-0.57,11.57,43.61,-43.94
0.25,-0.63,-0.49,3.21,38.09,-25.98
0.34,-0.53,-0.42,-9.72,21.96,-12.61
0.34,-0.49,-0.38,-24.64,22.32,12.23
0.38,-0.51,-0.39,-41.18,14.89,31.63
0.25,-0.57,-0.41,-51.78,4.71,39.17
-0.02,-0.62,-0.45,-56.54,11.28,44.94
-0.15,-0.66,-0.5,-56.28,16.15,49.83
-0.19,-0.73,-0.57,-45.26,-6.88,42.95
-0.35,-0.84,-0.65,-23.69,-51.28,22.27
-0.59,-0.94,-0.73,-3.57,-63.21,-8.78
-0.82,-0.99,-0.69,5.74,-35.36,-32.0
-0.78,-0.93,-0.57,7.0,7.08,-45.79
-0.57,-0.82,-0.57,10.47,15.66,-60.91
-0.41,-0.77,-0.57,10.21,21.88,-62.66
-0.1,-0.74,-0.54,5.79,41.59,-37.69
0.25,-0.65,-0.48,2.46,33.52,-16.53
0.35,-0.51,-0.43,-8.22,16.53,-2.61
0.3,-0.45,-0.4,-23.07,19.81,25.1
0.28,-0.48,-0.39,-31.35,16.21,30.12
0.17,-0.54,-0.4,-37.01,6.64,34.19
-0.01,-0.67,-0.42,-44.95,7.71,40.92
-0.09,-0.83,-0.46,-44.54,-0.94,41.42
-0.15,-0.93,-0.54,-38.91,-21.13,34.95
-0.28,-0.96,-0.62,-25.56,-57.04,16.2
-0.53,-0.95,-0.69,-5.26,-64.0,-15.77
-0.71,-0.91,-0.71,9.53,-43.93,-40.79
-0.71,-0.88,-0.65,10.22,-6.59,-59.52
-0.57,-0.86,-0.6,7.81,14.89,-64.0
-0.35,-0.83,-0.55,1.89,27.41,-64.0
0.05,-0.75,-0.53,-2.34,40.05,-34.63
0.34,-0.6,-0.51,-3.66,22.82,-9.19
0.39,-0.47,-0.45,-13.09,7.3,15.3
0.37,-0.45,-0.43,-21.71,10.94,33.13
0.3,-0.5,-0.42,-27.91,1.14,35.08
0.11,-0.57,-0.43,-38.81,1.91,41.62
-0.07,-0.68,-0.45,-47.73,6.85,48.42
-0.12,-0.78,-0.48,-48.86,0.35,51.45
-0.15,-0.84,-0.53,-39.57,-26.11,40.73
-0.27,-0.91,-0.62,-23.49,-52.62,14.19
-0.53,-0.97,-0.69,-8.16,-55.16,-10.41
-0.73,-0.98,-0.68,2.8,-29.25,-30.97
-0.65,-0.91,-0.65,7.8,7.12,-38.61
-0.45,-0.86,-0.61,8.23,18.57,-55.29
-0.33,-0.84,-0.56,2.44,15.62,-58.66
-0.14,-0.8,-0.52,-3.9,30.41,-34.13
0.27,-0.67,-0.49,-6.98,43.01,2.94
0.48,-0.48,-0.44,-14.56,18.11,20.16
0.39,-0.41,-0.41,-26.54,9.11,28.08
0.25,-0.46,-0.42,-29.45,-2.07,35.47
0.04,-0.56,-0.47,-37.27,4.52,43.35
-0.12,-0.68,-0.52,-42.11,18.18,50.29
-0.14,-0.71,-0.55,-41.24,16.49,48.34
-0.14,-0.77,-0.61,-27.4,-5.98,42.12
-0.28,-0.85,-0.69,-15.96,-15.55,26.0
-0.51,-0.93,-0.69,-8.76,-21.15,2.06
-0.69,-0.97,-0.69,1.48,-10.23,-19.48
