ax,ay,az,gx,gy,gz
-0.26,-0.83,-0.64,15.32,37.38,-64.0
0.13,-0.77,-0.58,12.84,35.4,-51.46
0.41,-0.64,-0.55,2.48,15.81,-40.95
0.49,-0.49,-0.54,-8.44,6.01,-14.28
0.55,-0.4,-0.49,-26.07,5.0,15.83
0.6,-0.36,-0.43,-42.74,1.09,39.66
0.45,-0.39,-0.47,-48.08,-2.48,45.92
0.17,-0.46,-0.55,-54.2,8.93,57.49
0.04,-0.54,-0.57,-63.0,19.97,64.0
0.02,-0.64,-0.51,-61.63,-0.34,64.0
0.0,-0.76,-0.66,-39.47,-31.85,53.0
-0.25,-0.87,-0.88,-18.71,-64.0,25.61
-0.65,-0.93,-0.89,0.34,-62.66,-12.82
-0.86,-0.96,-0.84,10.46,-18.96,-40.35
-0.7,-0.93,-0.76,20.61,22.94,-61.32
-0.42,-0.86,-0.73,17.06,26.02,-64.0
-0.17,-0.85,-0.66,12.87,46.67,-63.96
0.27,-0.8,-0.61,10.36,31.93,-49.96
0.46,-0.67,-0.62,4.11,14.1,-37.26
0.48,-0.51,-0.57,-6.03,3.92,-14.35
0.5,-0.41,-0.51,-20.18,13.98,14.13
0.54,-0.36,-0.45,-37.42,17.66,35.88
0.41,-0.38,-0.45,-47.41,11.87,44.68
0.18,-0.47,-0.52,-50.53,10.53,55.57
0.08,-0.55,-0.56,-55.88,4.18,64.0
0.05,-0.62,-0.61,-45.74,-6.97,62.83
-0.07,-0.72,-0.68,-33.17,-42.04,39.49
-0.41,-0.87,-0.76,-20.93,-52.88,11.85
-0.66,-0.96,-0.85,-1.99,-39.13,-17.77
-0.73,-0.96,-0.82,4.02,4.15,-36.16
-0.55,-0.89,-0.71,10.44,35.62,-49.01
-0.29,-0.81,-0.71,16.88,35.54,-63.64
-0.11,-0.78,-0.72,13.85,26.04,-63.63
0.11,-0.76,-0.65,8.06,38.24,-42.81
0.5,-0.64,-0.56,-0.48,42.23,-15.59
0.65,-0.45,-0.5,-16.39,25.45,4.87
0.65,-0.34,-0.43,-33.44,25.68,38.19
0.61,-0.36,-0.44,-43.98,7.02,53.31
0.35,-0.45,-0.53,-49.34,-3.38,60.46
0.13,-0.53,-0.56,-57.17,0.86,64.0
0.02,-0.62,-0.55,-54.12,-18.23,62.5
-0.1,-0.7,-0.72,-39.34,-32.28,45.93
-0.35,-0.79,-0.83,-23.81,-45.49,26.03
-0.64,-0.83,-0.89,-4.1,-29.46,-3.54
-0.77,-0.86,-0.89,6.4,0.98,-28.79
-0.6,-0.86,-0.77,9.52,31.09,-40.45
-0.29,-0.79,-0.71,13.48,22.88,-53.43
-0.11,-0.73,-0.68,8.22,18.09,-51.8
0.13,-0.73,-0.62,0.5,23.12,-35.28
0.39,-0.67,-0.56,-7.93,19.31,-16.09
0.54,-0.57,-0.5,-21.91,14.42,2.5
0.58,-0.51,-0.46,-35.21,15.93,28.53
0.51,-0.54,-0.45,-47.61,2.55,39.55
